Positive Cases,Reported Date,Country Name,Death Count
47,3/20/2020,Palestine,0
602,5/24/2020,Palestine,5
0,2/26/2020,Palestine,0
38,3/16/2020,Palestine,0
0,2/20/2020,Palestine,0
126,3/30/2020,Brunei Darussalam,1
0,3/3/2020,Brunei Darussalam,0
0,3/9/2020,Brunei Darussalam,0
0,2/20/2020,Brunei Darussalam,0
0,1/3/2020,Brunei Darussalam,0
41,4/13/2020,Myanmar,4
180,5/12/2020,Myanmar,6
0,2/13/2020,Myanmar,0
0,1/7/2020,Myanmar,0
115,4/7/2020,Cambodia,0
122,5/4/2020,Cambodia,0
122,4/28/2020,Cambodia,0
2,3/8/2020,Cambodia,0
12,3/16/2020,Cambodia,0
1,2/18/2020,Cambodia,0
1,2/2/2020,Cambodia,0
0,1/20/2020,Cambodia,0
0,2/29/2020,Jordan,0
1,3/14/2020,Jordan,0
0,2/20/2020,Jordan,0
0,1/28/2020,Jordan,0
0,1/11/2020,Jordan,0
644,5/9/2020,Maldives,3
1371,5/25/2020,Maldives,4
9,3/15/2020,Maldives,0
0,2/14/2020,Maldives,0
0,1/6/2020,Maldives,0
8928,5/3/2020,Philippines,603
3246,4/6/2020,Philippines,152
142,3/17/2020,Philippines,12
9485,5/5/2020,Philippines,623
39,5/3/2020,Mongolia,0
140,5/21/2020,Mongolia,0
0,1/27/2020,Mongolia,0
0,1/14/2020,Mongolia,0
0,3/3/2020,Mongolia,0
44,5/5/2020,Syria,3
0,3/13/2020,Syria,0
2892,4/26/2020,Kuwait,19
12860,5/16/2020,Kuwait,96
289,4/1/2020,Kuwait,0
26,2/27/2020,Kuwait,0
15691,5/19/2020,Kuwait,118
10810,5/7/2020,South Korea,256
10708,4/24/2020,South Korea,240
4812,3/3/2020,South Korea,28
30307,5/26/2020,United Arab Emirates,248
21,3/1/2020,United Arab Emirates,0
29,3/6/2020,United Arab Emirates,0
58,3/28/2020,Kyrgyzstan,0
1016,5/11/2020,Kyrgyzstan,12
0,2/7/2020,Kyrgyzstan,0
0,1/12/2020,Kyrgyzstan,0
0,1/3/2020,Kyrgyzstan,0
10423,5/31/2020,Oman,42
5029,5/17/2020,Oman,21
0,2/9/2020,Oman,0
0,2/11/2020,Oman,0
109,3/27/2020,Oman,0
960,5/17/2020,Sri Lanka,9
1,2/8/2020,Sri Lanka,0
1,2/17/2020,Sri Lanka,0
1,2/6/2020,Sri Lanka,0
1,2/3/2020,Sri Lanka,0
0,1/15/2020,Sri Lanka,0
0,2/2/2020,Pakistan,0
0,1/2/2020,Pakistan,0
740,5/5/2020,Lebanon,25
575,4/9/2020,Lebanon,19
0,1/21/2020,Lebanon,0
7762,5/31/2020,Malaysia,115
6535,5/9/2020,Malaysia,107
7245,5/25/2020,Malaysia,115
0,1/7/2020,Malaysia,0
18,2/12/2020,Taiwan,0
0,1/11/2020,Taiwan,0
0,1/1/2020,Taiwan,0
96448,5/3/2020,Iran,6156
20610,3/22/2020,Iran,1556
104691,5/9/2020,Iran,6541
0,2/10/2020,Iran,0
3513,3/6/2020,Iran,107
0,1/9/2020,Iran,0
0,4/2/2020,Yemen,0
0,2/14/2020,Yemen,0
0,1/31/2020,Yemen,0
0,1/19/2020,Yemen,0
0,1/13/2020,Yemen,0
0,1/2/2020,Yemen,0
84128,5/31/2020,China,4638
83912,4/27/2020,China,4637
83940,4/29/2020,China,4637
81733,3/26/2020,China,3291
83956,5/1/2020,China,4637
84011,5/12/2020,China,4637
423,4/9/2020,Afghanistan,14
0,2/4/2020,Afghanistan,0
2385,4/6/2020,Saudi Arabia,34
57345,5/19/2020,Saudi Arabia,320
54752,5/18/2020,Saudi Arabia,312
0,2/7/2020,Saudi Arabia,0
15102,4/25/2020,Saudi Arabia,127
24538,5/29/2020,Indonesia,1496
171,3/28/2020,Vietnam,0
270,5/2/2020,Vietnam,0
2,1/28/2020,Vietnam,0
9171,5/26/2020,Bahrain,14
700,4/6/2020,Bahrain,4
3040,5/1/2020,Bahrain,8
41,3/1/2020,Bahrain,0
2679,5/10/2020,Iraq,107
3260,5/17/2020,Iraq,121
5873,5/30/2020,Iraq,185
1847,4/28/2020,Iraq,88
38,3/7/2020,Iraq,2
61,3/9/2020,Iraq,6
13,3/1/2020,Iraq,0
61,3/10/2020,Iraq,6
0,2/16/2020,Iraq,0
3404,5/18/2020,Iraq,123
0,1/31/2020,Iraq,0
0,1/19/2020,Iraq,0
0,1/10/2020,Iraq,0
24,5/2/2020,Timor Leste,0
24,5/6/2020,Timor Leste,0
0,3/9/2020,Timor Leste,0
0,1/25/2020,Timor Leste,0
0,3/22/2020,Tajikistan,0
0,3/16/2020,Tajikistan,0
0,2/29/2020,Tajikistan,0
0,1/27/2020,Tajikistan,0
10827,3/31/2020,Turkey,168
0,2/6/2020,Turkey,0
0,1/4/2020,Turkey,0
0,1/5/2020,Turkey,0
1450,4/18/2020,Uzbekistan,4
2207,5/6/2020,Uzbekistan,10
0,2/26/2020,Uzbekistan,0
0,2/16/2020,Uzbekistan,0
0,1/29/2020,Uzbekistan,0
0,1/31/2020,Uzbekistan,0
20198,5/7/2020,Singapore,20
33249,5/29/2020,Singapore,23
110,3/4/2020,Singapore,0
28,2/6/2020,Singapore,0
7,1/29/2020,Singapore,0
30205,5/23/2020,Bangladesh,432
49,3/31/2020,Bangladesh,5
1231,4/16/2020,Bangladesh,50
0,1/18/2020,Bangladesh,0
1071,3/30/2020,India,29
1397,4/1/2020,India,35
0,1/11/2020,India,0
5,4/10/2020,Bhutan,0
5,4/13/2020,Bhutan,0
3,3/27/2020,Bhutan,0
5,4/19/2020,Bhutan,0
0,2/6/2020,Bhutan,0
0,1/25/2020,Bhutan,0
0,1/31/2020,Bhutan,0
0,1/19/2020,Bhutan,0
0,1/12/2020,Bhutan,0
0,1/6/2020,Bhutan,0
5,4/2/2020,Nepal,0
1,2/7/2020,Nepal,0
1,3/18/2020,Nepal,0
1,1/30/2020,Nepal,0
0,1/15/2020,Nepal,0
2717,4/27/2020,Kazakhstan,25
0,1/25/2020,Kazakhstan,0
0,2/28/2020,Laos,0
0,2/1/2020,Laos,0
0,1/23/2020,Laos,0
0,1/8/2020,Laos,0
3031,5/19/2020,Thailand,56
34,2/16/2020,Thailand,0
33,2/14/2020,Thailand,0
14,1/29/2020,Thailand,0
1,1/16/2020,Thailand,0
1771,4/2/2020,Thailand,12
43,3/2/2020,Thailand,1
4916,4/1/2020,Israel,20
16208,5/4/2020,Israel,232
2,2/26/2020,Israel,0
0,1/26/2020,Israel,0
0,1/21/2020,Israel,0
4257,4/8/2020,Japan,81
3654,4/6/2020,Japan,73
16285,5/17/2020,Japan,744
13852,4/29/2020,Japan,389
16719,5/29/2020,Japan,874
408,3/7/2020,Japan,6
0,1/7/2020,Japan,0
155,4/3/2020,Palestine,1
41,3/18/2020,Palestine,0
0,1/10/2020,Brunei Darussalam,0
0,1/4/2020,Brunei Darussalam,0
21,4/6/2020,Myanmar,1
132,4/24/2020,Myanmar,5
0,3/19/2020,Myanmar,0
0,2/24/2020,Myanmar,0
0,2/17/2020,Myanmar,0
122,4/18/2020,Cambodia,0
1,3/5/2020,Cambodia,0
1,2/13/2020,Cambodia,0
1,2/6/2020,Cambodia,0
720,5/28/2020,Jordan,9
214,4/28/2020,Maldives,0
0,3/6/2020,Maldives,0
0,1/14/2020,Maldives,0
42,4/22/2020,Syria,3
5,3/27/2020,Syria,0
0,1/17/2020,Syria,0
0,1/14/2020,Syria,0
45,5/7/2020,Syria,3
16,4/5/2020,Syria,2
0,1/20/2020,Syria,0
2248,4/23/2020,Kuwait,13
148,3/20/2020,Kuwait,0
25184,5/30/2020,Kuwait,194
0,1/6/2020,Kuwait,0
0,2/9/2020,Syria,0
17224,5/31/2020,Philippines,950
8772,5/2/2020,Philippines,579
111,3/15/2020,Philippines,6
5,3/7/2020,Philippines,1
3,2/29/2020,Philippines,1
0,1/18/2020,Philippines,0
42,5/11/2020,Mongolia,0
35,4/22/2020,Mongolia,0
0,1/30/2020,Mongolia,0
0,2/1/2020,Mongolia,0
0,1/22/2020,Mongolia,0
5660,4/17/2020,Philippines,362
405,3/28/2020,United Arab Emirates,2
10349,4/27/2020,United Arab Emirates,76
2313,4/8/2020,United Arab Emirates,12
11380,4/29/2020,United Arab Emirates,89
9309,4/25/2020,United Arab Emirates,64
8,2/12/2020,United Arab Emirates,0
5,2/2/2020,United Arab Emirates,0
44,3/26/2020,Kyrgyzstan,0
695,4/27/2020,Kyrgyzstan,8
0,3/9/2020,Kyrgyzstan,0
0,2/19/2020,Kyrgyzstan,0
0,2/15/2020,Kyrgyzstan,0
2274,4/30/2020,Oman,10
6,2/28/2020,Oman,0
0,2/22/2020,Oman,0
847,5/10/2020,Sri Lanka,9
915,5/14/2020,Sri Lanka,9
159,4/5/2020,Sri Lanka,5
1089,5/24/2020,Sri Lanka,9
1,3/2/2020,Sri Lanka,0
9749,4/22/2020,Pakistan,209
1197,3/27/2020,Pakistan,9
21501,5/5/2020,Pakistan,486
4,3/2/2020,Pakistan,0
0,2/17/2020,Pakistan,0
0,1/25/2020,Pakistan,0
0,1/17/2020,Pakistan,0
0,1/10/2020,Pakistan,0
750,5/7/2020,Lebanon,25
721,4/30/2020,Lebanon,24
541,4/7/2020,Lebanon,19
0,1/13/2020,Lebanon,0
31,2/18/2020,South Korea,0
24,2/7/2020,South Korea,0
18,2/12/2020,Malaysia,0
22,2/18/2020,Malaysia,0
18,2/13/2020,Malaysia,0
0,1/24/2020,Malaysia,0
380,4/10/2020,Taiwan,5
385,4/12/2020,Taiwan,6
363,4/5/2020,Taiwan,5
398,4/19/2020,Taiwan,6
441,5/25/2020,Taiwan,7
195,3/24/2020,Taiwan,2
0,1/6/2020,Taiwan,0
58226,4/6/2020,Iran,3603
593,3/1/2020,Iran,43
388,2/29/2020,Iran,34
590,3/29/2020,Qatar,1
3428,4/15/2020,Qatar,7
460,3/20/2020,Qatar,0
6015,4/21/2020,Qatar,9
0,4/8/2020,Yemen,0
34,5/9/2020,Yemen,7
1,4/19/2020,Yemen,0
0,1/26/2020,Yemen,0
0,1/14/2020,Yemen,0
42696,2/11/2020,China,1017
1988,1/26/2020,China,56
0,2/17/2020,Yemen,0
714,4/15/2020,Afghanistan,23
75,3/26/2020,Afghanistan,1
3563,5/8/2020,Afghanistan,106
2704,5/4/2020,Afghanistan,85
0,1/8/2020,Afghanistan,0
3842,4/12/2020,Indonesia,327
20796,5/23/2020,Indonesia,1326
16496,5/16/2020,Indonesia,1076
0,2/7/2020,Indonesia,0
0,1/6/2020,Indonesia,0
0,1/2/2020,Indonesia,0
245,4/6/2020,Vietnam,0
271,5/4/2020,Vietnam,0
15,2/12/2020,Vietnam,0
0,1/18/2020,Vietnam,0
0,1/7/2020,Vietnam,0
81766,5/30/2020,Saudi Arabia,458
5862,4/16/2020,Saudi Arabia,79
86,3/14/2020,Saudi Arabia,0
1352,4/13/2020,Iraq,76
1482,4/19/2020,Iraq,81
233,3/23/2020,Iraq,20
3554,5/19/2020,Iraq,127
3877,5/22/2020,Iraq,140
0,3/21/2020,Timor Leste,0
24,5/13/2020,Timor Leste,0
6,4/16/2020,Timor Leste,0
0,3/15/2020,Timor Leste,0
0,3/16/2020,Timor Leste,0
0,1/9/2020,Timor Leste,0
3563,5/30/2020,Tajikistan,47
0,4/11/2020,Tajikistan,0
0,1/6/2020,Tajikistan,0
0,2/22/2020,Bahrain,0
0,2/2/2020,Bahrain,0
0,1/28/2020,Bahrain,0
0,2/8/2020,Uzbekistan,0
0,2/11/2020,Uzbekistan,0
0,1/28/2020,Uzbekistan,0
0,3/1/2020,Bhutan,0
3,3/26/2020,Bhutan,0
0,2/28/2020,Bhutan,0
0,2/25/2020,Bhutan,0
0,1/11/2020,Bhutan,0
57,4/30/2020,Nepal,0
31,4/21/2020,Nepal,0
108,3/3/2020,Singapore,0
226,3/16/2020,Singapore,0
86,2/22/2020,Singapore,0
13,1/31/2020,Singapore,0
0,1/8/2020,Singapore,0
13770,5/10/2020,Bangladesh,214
4998,4/26/2020,Bangladesh,140
8238,5/2/2020,Bangladesh,170
10143,5/5/2020,Bangladesh,182
9455,5/4/2020,Bangladesh,177
0,2/27/2020,Bangladesh,0
0,2/22/2020,Bangladesh,0
0,1/16/2020,Bangladesh,0
78003,5/14/2020,India,2549
165,3/19/2020,India,3
151767,5/27/2020,India,4337
3,2/27/2020,India,0
3,2/17/2020,India,0
0,1/23/2020,India,0
1,1/31/2020,India,0
53,3/21/2020,Kazakhstan,0
1949,4/21/2020,Kazakhstan,19
0,3/13/2020,Kazakhstan,0
0,2/8/2020,Kazakhstan,0
0,1/27/2020,Kazakhstan,0
11,4/6/2020,Laos,0
19,5/23/2020,Laos,0
19,4/16/2020,Laos,0
0,3/3/2020,Laos,0
0,1/25/2020,Laos,0
3028,5/17/2020,Thailand,56
177,3/18/2020,Thailand,1
1651,4/1/2020,Thailand,10
47,3/5/2020,Thailand,1
14544,5/2/2020,Japan,458
2617,4/3/2020,Japan,63
13182,4/26/2020,Japan,348
317,3/5/2020,Japan,6
824,3/17/2020,Japan,28
59,2/17/2020,Japan,1
0,1/5/2020,Japan,0
260,4/8/2020,Palestine,1
268,4/14/2020,Palestine,2
0,2/28/2020,Palestine,0
0,2/21/2020,Palestine,0
141,5/17/2020,Brunei Darussalam,1
138,4/22/2020,Brunei Darussalam,1
141,5/27/2020,Brunei Darussalam,1
0,2/11/2020,Brunei Darussalam,0
0,1/9/2020,Brunei Darussalam,0
16579,5/15/2020,Israel,265
16690,5/24/2020,Israel,279
16757,5/27/2020,Israel,281
0,1/31/2020,Israel,0
0,1/19/2020,Israel,0
107773,4/26/2020,Turkey,2706
159797,5/28/2020,Turkey,4431
82329,4/19/2020,Turkey,1890
0,2/11/2020,Turkey,0
158762,5/27/2020,Turkey,4397
0,1/17/2020,Turkey,0
358,4/9/2020,Jordan,6
372,4/11/2020,Jordan,7
1,3/3/2020,Jordan,0
0,1/17/2020,Jordan,0
14,3/28/2020,Maldives,0
85,4/23/2020,Maldives,0
982,5/15/2020,Maldives,4
25,4/17/2020,Maldives,0
1216,5/22/2020,Maldives,4
0,1/25/2020,Maldives,0
0,1/28/2020,Maldives,0
16,4/2/2020,Myanmar,1
180,5/13/2020,Myanmar,6
187,5/18/2020,Myanmar,6
0,1/21/2020,Myanmar,0
24,3/19/2020,Cambodia,0
87,3/24/2020,Cambodia,0
1,2/24/2020,Cambodia,0
1,2/21/2020,Cambodia,0
0,1/6/2020,Cambodia,0
0,1/10/2020,Cambodia,0
4932,4/14/2020,Philippines,315
3094,4/5/2020,Philippines,144
3,2/18/2020,Philippines,1
1,1/31/2020,Philippines,0
2,2/4/2020,Philippines,1
6,3/21/2020,Mongolia,0
30,4/16/2020,Mongolia,0
0,2/26/2020,Mongolia,0
1,3/13/2020,Mongolia,0
42,4/25/2020,Syria,3
0,3/6/2020,Syria,0
0,1/25/2020,Syria,0
45,2/29/2020,Kuwait,0
5,2/25/2020,Kuwait,0
2910,4/10/2020,United Arab Emirates,14
3982,4/13/2020,United Arab Emirates,22
29485,5/25/2020,United Arab Emirates,245
13038,5/2/2020,United Arab Emirates,111
449,4/15/2020,Kyrgyzstan,5
430,4/14/2020,Kyrgyzstan,5
0,2/6/2020,Kyrgyzstan,0
0,1/30/2020,Kyrgyzstan,0
17361,3/19/2020,Iran,1135
27017,3/26/2020,Iran,2077
0,2/3/2020,Iran,0
11037,5/16/2020,South Korea,262
7134,3/8/2020,South Korea,50
7979,3/13/2020,South Korea,67
46,2/19/2020,South Korea,0
28,2/14/2020,South Korea,0
345,2/22/2020,South Korea,2
0,1/11/2020,South Korea,0
5671,5/20/2020,Oman,27
39,3/19/2020,Oman,0
4625,5/16/2020,Oman,19
4,2/26/2020,Oman,0
0,2/7/2020,Oman,0
0,1/19/2020,Oman,0
0,1/9/2020,Oman,0
66,3/21/2020,Sri Lanka,0
42,3/18/2020,Sri Lanka,0
2,2/28/2020,Pakistan,0
0,2/12/2020,Pakistan,0
0,1/29/2020,Pakistan,0
16,3/6/2020,Lebanon,0
0,1/15/2020,Lebanon,0
0,1/14/2020,Lebanon,0
484,4/10/2020,Afghanistan,15
7653,5/20/2020,Afghanistan,178
367,4/8/2020,Afghanistan,11
6383,5/6/2020,Malaysia,106
36,3/4/2020,Malaysia,0
8,2/3/2020,Malaysia,0
0,1/23/2020,Malaysia,0
0,1/15/2020,Malaysia,0
0,1/20/2020,Malaysia,0
8,2/4/2020,Malaysia,0
0,1/10/2020,Malaysia,0
373,4/7/2020,Taiwan,5
322,4/1/2020,Taiwan,5
380,4/11/2020,Taiwan,5
42,3/4/2020,Taiwan,1
24,2/21/2020,Taiwan,1
10,2/4/2020,Taiwan,0
0,1/16/2020,Taiwan,0
0,1/3/2020,Taiwan,0
44830,5/14/2020,Saudi Arabia,273
22753,5/1/2020,Saudi Arabia,162
80185,5/29/2020,Saudi Arabia,441
1,3/4/2020,Saudi Arabia,0
0,1/23/2020,Saudi Arabia,0
0,1/20/2020,Saudi Arabia,0
2480,5/7/2020,Iraq,102
164,3/19/2020,Iraq,12
0,2/14/2020,Iraq,0
48947,5/28/2020,Qatar,30
442,3/18/2020,Qatar,0
401,3/16/2020,Qatar,0
0,2/16/2020,Qatar,0
0,1/29/2020,Qatar,0
0,1/16/2020,Qatar,0
0,3/20/2020,Yemen,0
0,4/9/2020,Yemen,0
278,5/29/2020,Yemen,57
0,2/28/2020,Yemen,0
0,1/23/2020,Yemen,0
0,1/7/2020,Yemen,0
0,1/11/2020,Yemen,0
84123,5/30/2020,China,4638
84038,5/16/2020,China,4637
82870,4/9/2020,China,3339
44724,2/12/2020,China,1114
59,1/15/2020,China,2
686,3/25/2020,Indonesia,55
172,3/18/2020,Indonesia,5
2,3/2/2020,Indonesia,0
0,1/30/2020,Indonesia,0
0,1/27/2020,Indonesia,0
236,4/3/2020,Vietnam,0
324,5/23/2020,Vietnam,0
203,3/30/2020,Vietnam,0
325,5/25/2020,Vietnam,0
0,2/10/2020,Bahrain,0
24,4/27/2020,Timor Leste,0
1,3/27/2020,Timor Leste,0
24,5/29/2020,Timor Leste,0
24,4/28/2020,Timor Leste,0
0,2/29/2020,Timor Leste,0
0,3/4/2020,Timor Leste,0
0,2/22/2020,Timor Leste,0
0,1/6/2020,Timor Leste,0
0,3/25/2020,Tajikistan,0
1322,5/17/2020,Tajikistan,36
0,4/14/2020,Tajikistan,0
0,4/16/2020,Tajikistan,0
0,3/2/2020,Tajikistan,0
0,3/12/2020,Tajikistan,0
0,4/4/2020,Tajikistan,0
5,4/5/2020,Bhutan,0
1,3/18/2020,Bhutan,0
1,3/16/2020,Bhutan,0
0,1/29/2020,Bhutan,0
5,4/1/2020,Nepal,0
1,2/12/2020,Nepal,0
1,2/17/2020,Nepal,0
1,2/20/2020,Nepal,0
1,3/15/2020,Nepal,0
0,1/18/2020,Nepal,0
0,1/3/2020,Nepal,0
0,2/2/2020,Uzbekistan,0
880,4/12/2020,Kazakhstan,10
325,3/31/2020,Kazakhstan,1
60,3/23/2020,Kazakhstan,0
0,3/12/2020,Kazakhstan,0
0,2/17/2020,Kazakhstan,0
0,1/10/2020,Kazakhstan,0
0,1/5/2020,Kazakhstan,0
0,1/1/2020,Kazakhstan,0
19,5/11/2020,Laos,0
19,5/15/2020,Laos,0
0,3/24/2020,Laos,0
0,3/4/2020,Laos,0
0,1/20/2020,Laos,0
3004,5/10/2020,Thailand,56
1651,3/31/2020,Thailand,10
50,3/8/2020,Thailand,1
35,2/23/2020,Thailand,0
19,2/3/2020,Thailand,0
34366,5/31/2020,Singapore,23
12693,4/26/2020,Singapore,12
43,2/10/2020,Singapore,0
77,2/18/2020,Singapore,0
0,1/19/2020,Singapore,0
48,3/28/2020,Bangladesh,5
2456,4/20/2020,Bangladesh,91
49,3/30/2020,Bangladesh,5
33610,5/25/2020,Bangladesh,480
18863,5/15/2020,Bangladesh,283
22268,5/18/2020,Bangladesh,328
0,3/8/2020,Bangladesh,0
0,2/26/2020,Bangladesh,0
0,2/13/2020,Bangladesh,0
0,2/21/2020,Bangladesh,0
3374,4/5/2020,India,77
439,3/23/2020,India,7
101139,5/19/2020,India,3163
3,2/26/2020,India,0
3,2/7/2020,India,0
3,2/6/2020,India,0
0,1/19/2020,India,0
0,1/5/2020,India,0
14839,5/3/2020,Japan,492
16536,5/23/2020,Japan,808
1953,4/1/2020,Japan,56
25,2/9/2020,Japan,0
84,2/20/2020,Japan,1
829,3/18/2020,Japan,28
15,2/1/2020,Japan,0
1,1/21/2020,Japan,0
0,2/17/2020,Palestine,0
0,1/28/2020,Palestine,0
0,1/12/2020,Palestine,0
136,4/17/2020,Brunei Darussalam,1
127,3/31/2020,Brunei Darussalam,1
138,4/21/2020,Brunei Darussalam,1
15398,4/27/2020,Israel,199
16621,5/19/2020,Israel,272
10,3/2/2020,Israel,0
0,1/7/2020,Israel,0
61049,4/14/2020,Turkey,1296
0,3/5/2020,Turkey,0
0,3/10/2020,Turkey,0
20,4/3/2020,Myanmar,1
0,3/1/2020,Myanmar,0
0,1/4/2020,Myanmar,0
122,5/20/2020,Cambodia,0
122,4/23/2020,Cambodia,0
122,5/12/2020,Cambodia,0
1,3/2/2020,Cambodia,0
1,2/17/2020,Cambodia,0
0,1/1/2020,Cambodia,0
704,5/24/2020,Jordan,9
259,3/30/2020,Jordan,1
465,5/5/2020,Jordan,9
0,2/14/2020,Jordan,0
0,1/27/2020,Jordan,0
0,1/10/2020,Jordan,0
0,1/14/2020,Jordan,0
0,1/4/2020,Jordan,0
0,1/3/2020,Jordan,0
13,3/21/2020,Maldives,0
13,3/19/2020,Maldives,0
0,2/22/2020,Maldives,0
0,2/25/2020,Maldives,0
0,3/2/2020,Syria,0
191,3/25/2020,Kuwait,0
225,3/28/2020,Kuwait,0
0,1/23/2020,Kuwait,0
58,5/18/2020,Syria,3
0,1/24/2020,Syria,0
0,2/15/2020,Kuwait,0
0,1/29/2020,Kuwait,0
556,4/6/2020,Kuwait,1
104,3/15/2020,Kuwait,0
33,3/10/2020,Philippines,1
14,4/3/2020,Mongolia,0
30,4/15/2020,Mongolia,0
135,5/16/2020,Mongolia,0
42,5/12/2020,Mongolia,0
1,3/14/2020,Mongolia,0
0,1/28/2020,Mongolia,0
0,1/23/2020,Mongolia,0
0,1/26/2020,Mongolia,0
0,1/24/2020,Mongolia,0
19661,5/13/2020,United Arab Emirates,203
7865,4/22/2020,United Arab Emirates,46
18198,5/11/2020,United Arab Emirates,198
333,3/27/2020,United Arab Emirates,2
9,2/20/2020,United Arab Emirates,0
48,3/21/2020,Oman,0
419,4/8/2020,Oman,2
2348,5/1/2020,Oman,11
419,4/9/2020,Oman,2
0,2/21/2020,Oman,0
0,1/17/2020,Oman,0
148,4/3/2020,Sri Lanka,3
755,5/5/2020,Sri Lanka,8
1,2/21/2020,Sri Lanka,0
0,1/4/2020,Sri Lanka,0
0,1/2/2020,Sri Lanka,0
5038,4/12/2020,Pakistan,86
4788,4/11/2020,Pakistan,71
0,1/27/2020,Pakistan,0
0,1/15/2020,Pakistan,0
2,2/27/2020,Lebanon,0
0,1/31/2020,Lebanon,0
78,3/22/2020,Sri Lanka,0
16,3/11/2020,Pakistan,0
612,4/22/2020,Kyrgyzstan,7
0,2/11/2020,Kyrgyzstan,0
0,2/2/2020,Kyrgyzstan,0
7185,5/24/2020,Malaysia,115
4346,4/11/2020,Malaysia,70
22,2/17/2020,Malaysia,0
6298,5/4/2020,Malaysia,105
8,2/2/2020,Malaysia,0
0,1/12/2020,Malaysia,0
441,5/26/2020,Taiwan,7
427,4/24/2020,Taiwan,6
376,4/8/2020,Taiwan,5
440,5/15/2020,Taiwan,7
441,5/29/2020,Taiwan,7
101650,5/7/2020,Iran,6418
80868,4/19/2020,Iran,5031
99970,5/6/2020,Iran,6340
91472,4/28/2020,Iran,5806
12729,3/15/2020,Iran,611
0,1/12/2020,Iran,0
10694,4/22/2020,South Korea,238
4212,3/2/2020,South Korea,22
15,2/2/2020,South Korea,0
7,1/31/2020,South Korea,0
25149,5/13/2020,Qatar,14
11244,4/28/2020,Qatar,10
0,2/9/2020,Qatar,0
0,1/30/2020,Qatar,0
310,5/31/2020,Yemen,77
1,4/10/2020,Yemen,0
25,5/7/2020,Yemen,5
0,3/21/2020,Yemen,0
0,3/31/2020,Yemen,0
0,1/28/2020,Yemen,0
0,2/3/2020,Yemen,0
0,1/15/2020,Yemen,0
0,1/3/2020,Yemen,0
83884,4/24/2020,China,4636
78159,2/26/2020,China,2717
80879,3/10/2020,China,3139
27,1/2/2020,China,0
794,4/17/2020,Afghanistan,29
1031,4/21/2020,Afghanistan,35
1,3/5/2020,Afghanistan,0
0,1/4/2020,Afghanistan,0
18811,4/28/2020,Saudi Arabia,144
0,2/13/2020,Saudi Arabia,0
154,3/18/2020,Iraq,11
0,2/8/2020,Iraq,0
2647,4/27/2020,Bahrain,8
306,3/22/2020,Bahrain,1
500,3/30/2020,Bahrain,4
10052,5/29/2020,Bahrain,15
2723,4/28/2020,Bahrain,8
0,2/12/2020,Bahrain,0
0,2/3/2020,Bahrain,0
0,1/31/2020,Bahrain,0
6575,4/20/2020,Indonesia,582
2738,4/8/2020,Indonesia,221
2,3/4/2020,Indonesia,0
0,1/11/2020,Indonesia,0
10,2/5/2020,Vietnam,0
5,1/31/2020,Vietnam,0
0,1/9/2020,Vietnam,0
24,5/1/2020,Timor Leste,0
1,3/30/2020,Timor Leste,0
0,2/28/2020,Timor Leste,0
0,1/13/2020,Timor Leste,0
0,2/10/2020,Tajikistan,0
0,2/13/2020,Tajikistan,0
0,1/17/2020,Tajikistan,0
1657,4/21/2020,Uzbekistan,5
1836,4/25/2020,Uzbekistan,8
0,3/15/2020,Uzbekistan,0
27,5/25/2020,Bhutan,0
5,4/18/2020,Bhutan,0
21,5/18/2020,Bhutan,0
0,1/5/2020,Bhutan,0
0,1/20/2020,Nepal,0
138,3/8/2020,Singapore,0
98,2/29/2020,Singapore,0
47,2/12/2020,Singapore,0
2948,4/21/2020,Bangladesh,101
10929,5/6/2020,Bangladesh,183
0,2/9/2020,Bangladesh,0
0,2/7/2020,Bangladesh,0
0,1/31/2020,Bangladesh,0
1965,4/2/2020,India,50
19984,4/22/2020,India,640
3,2/16/2020,India,0
1591,4/18/2020,Kazakhstan,17
4277,5/6/2020,Kazakhstan,29
0,3/8/2020,Kazakhstan,0
0,1/22/2020,Kazakhstan,0
19,5/9/2020,Laos,0
19,4/29/2020,Laos,0
19,4/19/2020,Laos,0
19,5/12/2020,Laos,0
2765,4/20/2020,Thailand,47
2922,4/26/2020,Thailand,51
3025,5/16/2020,Thailand,56
70,3/13/2020,Thailand,1
37,2/25/2020,Thailand,0
25,2/6/2020,Thailand,0
10361,4/19/2020,Japan,161
38,2/15/2020,Japan,1
11,1/30/2020,Japan,0
0,1/13/2020,Japan,0
570,5/20/2020,Palestine,4
547,5/10/2020,Palestine,4
115,3/31/2020,Palestine,1
0,2/12/2020,Palestine,0
0,1/19/2020,Palestine,0
0,1/9/2020,Palestine,0
114,3/27/2020,Brunei Darussalam,0
138,4/25/2020,Brunei Darussalam,1
0,2/10/2020,Brunei Darussalam,0
0,2/24/2020,Brunei Darussalam,0
0,2/18/2020,Brunei Darussalam,0
0,1/17/2020,Brunei Darussalam,0
12758,4/17/2020,Israel,142
16548,5/14/2020,Israel,264
16720,5/25/2020,Israel,280
12501,4/16/2020,Israel,130
39,3/10/2020,Israel,0
117589,4/30/2020,Turkey,3081
162120,5/30/2020,Turkey,4489
139771,5/12/2020,Turkey,3841
0,3/7/2020,Turkey,0
0,2/9/2020,Turkey,0
0,2/15/2020,Turkey,0
0,1/30/2020,Turkey,0
0,1/22/2020,Turkey,0
